date,time,region,gmv,cnt_call,is_exp,const
2020/3/13,14,3,0.475731478,0.240927206,0,1
2020/3/13,15,3,0.197125934,-0.57369601,1,1
2020/3/13,16,3,2.321935303,0.784009349,0,1
2020/3/13,17,3,5.625029243,2.141714708,1,1
2020/3/13,18,3,1.9550435,2.956337923,0,1
2020/3/13,19,3,3.300491397,3.770961138,1,1
2020/3/13,20,3,2.852386912,2.141714708,0,1
2020/3/13,21,3,2.224106386,1.055550421,1,1
2020/3/13,22,3,2.885686113,2.141714708,0,1
2020/3/13,23,3,3.110572504,1.598632564,1,1
2020/3/13,24,3,7.013852853,2.413255779,0,1
2020/3/13,25,3,2.758962298,1.870173636,1,1
2020/3/13,26,3,3.85256413,3.499420066,0,1
2020/3/13,27,3,4.396562308,2.956337923,1,1
2020/3/13,28,3,3.608859353,3.499420066,0,1
2020/3/13,29,3,0.708358765,0.240927206,1,1
2020/3/13,30,3,2.303984431,2.684796851,0,1
2020/3/13,31,3,3.849227537,2.141714708,1,1
2020/3/13,32,3,2.639245329,3.227878994,0,1
2020/3/13,33,3,1.507539601,2.684796851,1,1
2020/3/13,34,3,4.548844428,3.499420066,0,1
2020/3/13,35,3,3.800980397,2.413255779,1,1
2020/3/13,36,3,2.370849761,3.770961138,0,1
2020/3/13,37,3,1.610373408,1.870173636,1,1
2020/3/13,38,3,2.046132498,3.499420066,0,1
2020/3/13,39,3,2.04406381,3.499420066,1,1
2020/3/13,40,3,1.943298691,2.141714708,0,1
2020/3/13,41,3,2.165048684,2.413255779,1,1
2020/3/13,42,3,2.373785964,1.598632564,0,1
2020/3/13,43,3,1.866290117,2.141714708,1,1
2020/3/13,44,3,0.597383671,1.327091492,0,1
2020/3/13,45,3,3.301826034,1.870173636,1,1
2020/3/13,46,3,0.782831529,0.240927206,0,1
2020/3/13,47,3,0,0.240927206,1,1
2020/2/19,0,4,0,4.753867405,1,1
2020/2/19,1,4,0,0.290012677,0,1
2020/2/19,2,4,0,13.68157686,1,1
2020/2/19,3,4,0,0.290012677,0,1
2020/2/19,4,4,0,0.290012677,0,1
2020/2/19,5,4,0,0.290012677,0,1
2020/2/19,6,4,0,0.290012677,0,1
2020/2/19,7,4,0,0.290012677,0,1
2020/2/19,8,4,0,0.290012677,0,1
2020/2/19,9,4,0,0.290012677,0,1
2020/2/19,10,4,0,0.290012677,0,1
2020/2/19,11,4,0,0.290012677,0,1
2020/2/19,12,4,0,0.290012677,0,1
2020/2/19,13,4,0,0.290012677,0,1
2020/2/19,14,4,0,0.290012677,0,1
2020/2/19,15,4,0,0.290012677,0,1
2020/2/19,16,4,9.534284662,9.217722133,1,1
2020/2/19,17,4,44.0118884,4.753867405,0,1
2020/2/19,18,4,4.975372526,4.753867405,1,1
2020/2/19,19,4,57.42944467,27.07314104,0,1
2020/2/19,20,4,5.80164766,18.14543159,1,1
